Order ID,Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2483,2018-11-24,2018-11-26,Same Day,Consumer,Illinois,South,Technology,Machines,287.33,8,0.2,23.1
CA-2484,2015-03-13,2015-03-15,Standard Class,Corporate,California,South,Furniture,Bookcases,246.08,3,0.2,-3.44
CA-2485,2017-09-14,2017-09-18,Same Day,Corporate,Florida,East,Furniture,Bookcases,973.1,5,0.1,177.61
CA-2486,2015-11-20,2015-11-21,First Class,Consumer,Texas,West,Office Supplies,Storage,558.93,1,0.2,-14.4
CA-2487,2016-12-19,2016-12-24,First Class,Home Office,Washington,East,Furniture,Furnishings,486.76,3,0.3,32.39
CA-2488,2015-01-11,2015-01-14,Standard Class,Home Office,Washington,South,Office Supplies,Labels,286.59,9,0.2,-35.43
CA-2489,2017-12-11,2017-12-15,Second Class,Home Office,New York,West,Furniture,Bookcases,455.05,5,0.1,89.76
CA-2490,2018-12-25,2018-12-31,First Class,Home Office,California,Central,Office Supplies,Envelopes,279.05,6,0.3,-7.66
CA-2491,2017-08-31,2017-09-04,First Class,Consumer,New York,East,Furniture,Furnishings,996.18,6,0.3,-30.42
CA-2492,2018-03-04,2018-03-06,First Class,Consumer,Florida,Central,Furniture,Chairs,665.78,7,0.3,74.65
CA-2493,2016-09-22,2016-09-25,Same Day,Home Office,Washington,Central,Technology,Accessories,411.0,5,0.3,55.77
CA-2494,2015-11-28,2015-12-02,Same Day,Home Office,Washington,Central,Furniture,Furnishings,330.26,7,0.1,44.74
CA-2495,2016-03-22,2016-03-27,First Class,Corporate,Washington,South,Office Supplies,Envelopes,126.87,6,0.3,8.17
CA-2496,2015-08-06,2015-08-12,Second Class,Corporate,California,Central,Office Supplies,Appliances,766.82,6,0.0,30.18
CA-2497,2017-10-06,2017-10-09,First Class,Consumer,New York,South,Office Supplies,Envelopes,753.57,2,0.1,52.27
CA-2498,2015-01-30,2015-02-05,Second Class,Consumer,Washington,West,Technology,Phones,739.85,9,0.0,83.7
CA-2499,2017-06-23,2017-06-28,Second Class,Corporate,Florida,Central,Office Supplies,Binders,775.38,3,0.0,27.78
CA-2500,2015-12-17,2015-12-21,Second Class,Consumer,Washington,South,Furniture,Tables,51.17,9,0.2,4.63
CA-2501,2018-01-24,2018-01-30,Second Class,Corporate,Texas,South,Furniture,Bookcases,508.13,5,0.0,-23.83
CA-2502,2018-01-11,2018-01-12,Second Class,Consumer,New York,South,Furniture,Furnishings,243.06,5,0.1,45.99
CA-2503,2016-08-13,2016-08-19,Second Class,Home Office,Washington,West,Office Supplies,Paper,510.98,6,0.3,-20.08
CA-2504,2016-04-12,2016-04-14,First Class,Corporate,California,West,Office Supplies,Paper,74.75,2,0.3,2.6
CA-2505,2018-01-01,2018-01-04,Same Day,Home Office,Illinois,East,Furniture,Bookcases,626.07,6,0.1,-38.76
CA-2506,2018-06-30,2018-07-05,Standard Class,Home Office,Illinois,South,Technology,Copiers,818.76,3,0.2,133.54
CA-2507,2015-05-02,2015-05-05,Second Class,Consumer,Texas,Central,Office Supplies,Envelopes,105.44,8,0.1,-8.99
CA-2508,2017-07-13,2017-07-14,Standard Class,Home Office,California,South,Office Supplies,Paper,981.54,4,0.1,34.45
CA-2509,2015-11-19,2015-11-21,Same Day,Corporate,California,East,Technology,Phones,383.02,1,0.1,35.35
CA-2510,2018-01-27,2018-01-30,Second Class,Corporate,Texas,East,Furniture,Tables,488.97,6,0.0,-54.66
CA-2511,2017-05-20,2017-05-23,First Class,Consumer,Texas,East,Furniture,Chairs,544.05,9,0.0,99.6
CA-2512,2016-07-03,2016-07-05,Second Class,Home Office,New York,Central,Office Supplies,Binders,735.64,7,0.1,-105.03
CA-2513,2018-04-07,2018-04-10,First Class,Consumer,Texas,West,Furniture,Bookcases,187.66,7,0.2,0.5
CA-2514,2015-10-14,2015-10-18,First Class,Home Office,Texas,West,Office Supplies,Binders,795.69,8,0.1,-82.08
CA-2515,2018-02-06,2018-02-12,Same Day,Corporate,Washington,Central,Technology,Machines,151.72,4,0.2,10.06
CA-2516,2017-04-04,2017-04-05,Standard Class,Consumer,Texas,South,Furniture,Bookcases,938.02,9,0.2,-58.26
CA-2517,2017-06-25,2017-06-29,Second Class,Home Office,Washington,West,Technology,Copiers,305.77,6,0.3,61.22
CA-2518,2015-03-14,2015-03-16,Same Day,Consumer,Florida,Central,Technology,Phones,114.47,8,0.1,8.32
CA-2519,2015-05-04,2015-05-06,First Class,Corporate,Illinois,West,Office Supplies,Storage,546.16,9,0.2,64.64
CA-2520,2017-02-20,2017-02-22,Standard Class,Home Office,New York,Central,Technology,Machines,754.91,2,0.3,100.28
CA-2521,2017-10-04,2017-10-08,Same Day,Consumer,Washington,Central,Technology,Accessories,534.27,5,0.1,-82.7
CA-2522,2015-06-16,2015-06-18,Second Class,Home Office,Texas,East,Office Supplies,Binders,173.28,4,0.0,3.48
CA-2523,2017-01-16,2017-01-18,Second Class,Home Office,Illinois,West,Furniture,Tables,929.76,1,0.3,189.44
CA-2524,2016-12-30,2017-01-04,Second Class,Home Office,Washington,Central,Office Supplies,Envelopes,447.26,6,0.0,60.37
CA-2525,2015-07-24,2015-07-30,Standard Class,Home Office,Florida,Central,Furniture,Tables,806.86,6,0.0,-84.12
CA-2526,2017-05-31,2017-06-04,Standard Class,Consumer,New York,East,Furniture,Tables,487.43,5,0.1,123.69
CA-2527,2015-08-14,2015-08-16,Same Day,Corporate,Illinois,Central,Furniture,Bookcases,433.03,2,0.0,-21.34
CA-2528,2015-03-01,2015-03-06,First Class,Consumer,Illinois,West,Office Supplies,Binders,759.59,1,0.1,-119.48
CA-2529,2016-04-05,2016-04-08,Standard Class,Home Office,Illinois,West,Office Supplies,Envelopes,881.6,5,0.2,149.81
CA-2530,2016-07-22,2016-07-23,Same Day,Consumer,Washington,South,Office Supplies,Appliances,928.04,1,0.2,57.47
CA-2531,2015-09-25,2015-09-30,Second Class,Corporate,Washington,East,Office Supplies,Appliances,962.06,6,0.0,-161.5
CA-2532,2015-09-14,2015-09-16,Standard Class,Corporate,Florida,Central,Technology,Copiers,978.37,1,0.2,34.23
CA-2533,2016-02-17,2016-02-19,Standard Class,Consumer,New York,South,Furniture,Furnishings,641.19,8,0.0,9.72
CA-2534,2016-02-24,2016-02-29,First Class,Home Office,Illinois,East,Furniture,Bookcases,888.31,4,0.1,173.08
CA-2535,2015-02-26,2015-02-28,Same Day,Consumer,Texas,East,Office Supplies,Appliances,790.34,2,0.0,224.01
CA-2536,2018-07-18,2018-07-19,First Class,Home Office,California,West,Furniture,Tables,306.76,7,0.3,-35.82
CA-2537,2016-09-28,2016-10-04,Same Day,Corporate,California,South,Technology,Copiers,608.79,2,0.0,-24.13
CA-2538,2016-12-13,2016-12-19,Same Day,Home Office,Washington,Central,Technology,Accessories,236.41,9,0.3,25.06
CA-2539,2016-06-22,2016-06-28,First Class,Corporate,Illinois,South,Technology,Phones,218.49,9,0.2,47.38
CA-2540,2018-04-19,2018-04-24,Standard Class,Home Office,Texas,South,Furniture,Bookcases,355.55,7,0.3,-16.36
CA-2541,2016-04-17,2016-04-20,Same Day,Home Office,Florida,West,Technology,Machines,944.32,4,0.1,124.88
CA-2542,2016-01-18,2016-01-19,Standard Class,Corporate,New York,West,Office Supplies,Binders,515.01,3,0.0,56.54
CA-2543,2015-04-27,2015-04-30,Second Class,Home Office,California,South,Office Supplies,Storage,778.45,5,0.1,-125.34
CA-2544,2016-10-05,2016-10-10,Standard Class,Home Office,California,Central,Furniture,Bookcases,172.6,4,0.2,40.38
CA-2545,2016-11-15,2016-11-17,First Class,Home Office,California,West,Technology,Accessories,201.12,8,0.3,3.79
CA-2546,2017-05-17,2017-05-20,Same Day,Consumer,Florida,South,Office Supplies,Appliances,850.35,1,0.3,-7.97
CA-2547,2016-04-05,2016-04-08,First Class,Corporate,Washington,West,Office Supplies,Storage,193.13,2,0.1,20.27
CA-2548,2018-12-21,2018-12-27,Same Day,Consumer,Illinois,West,Office Supplies,Envelopes,606.15,9,0.0,-97.38
CA-2549,2015-07-14,2015-07-20,First Class,Corporate,Illinois,East,Office Supplies,Appliances,405.77,3,0.2,-50.44
CA-2550,2016-07-19,2016-07-25,Second Class,Consumer,New York,Central,Furniture,Tables,987.16,7,0.1,127.69
CA-2551,2018-05-11,2018-05-12,Standard Class,Consumer,Illinois,South,Office Supplies,Binders,895.39,1,0.1,9.59
CA-2552,2017-06-14,2017-06-19,First Class,Consumer,Florida,East,Furniture,Bookcases,187.25,5,0.2,30.9
CA-2553,2015-05-03,2015-05-05,First Class,Home Office,Texas,East,Furniture,Chairs,687.59,1,0.0,-114.96
CA-2554,2016-08-29,2016-09-02,Second Class,Home Office,California,West,Office Supplies,Paper,574.55,6,0.1,-9.41
CA-2555,2017-09-22,2017-09-25,Same Day,Consumer,California,South,Furniture,Tables,671.26,8,0.2,-88.29
CA-2556,2017-07-23,2017-07-25,Same Day,Consumer,Texas,East,Office Supplies,Binders,436.61,1,0.0,-20.77
CA-2557,2015-02-21,2015-02-23,Standard Class,Corporate,New York,South,Furniture,Bookcases,864.64,3,0.0,-89.5
CA-2558,2016-11-02,2016-11-04,Second Class,Consumer,New York,Central,Technology,Machines,618.17,5,0.3,-2.08
CA-2559,2017-12-10,2017-12-15,Standard Class,Corporate,Texas,East,Technology,Copiers,370.87,1,0.3,-11.73
CA-2560,2017-09-28,2017-09-30,Same Day,Home Office,Illinois,South,Technology,Accessories,220.05,5,0.1,-18.78
CA-2561,2016-05-06,2016-05-07,Same Day,Consumer,Washington,South,Furniture,Tables,897.26,5,0.2,-61.9
CA-2562,2018-12-11,2018-12-15,Same Day,Consumer,Florida,East,Furniture,Chairs,131.77,4,0.0,-17.51
CA-2563,2016-02-21,2016-02-27,Second Class,Home Office,Illinois,East,Furniture,Tables,773.23,7,0.0,139.42
CA-2564,2016-03-27,2016-04-01,Same Day,Consumer,Florida,Central,Office Supplies,Storage,834.41,5,0.1,13.95
CA-2565,2018-06-04,2018-06-10,Standard Class,Home Office,Florida,East,Technology,Machines,605.98,9,0.0,181.46
CA-2566,2016-03-26,2016-03-27,Standard Class,Consumer,Washington,West,Office Supplies,Labels,960.91,6,0.2,229.2
CA-2567,2017-02-28,2017-03-06,Standard Class,Corporate,Illinois,South,Furniture,Tables,612.9,1,0.0,143.56
CA-2568,2018-11-20,2018-11-23,Standard Class,Consumer,New York,West,Technology,Accessories,616.1,1,0.0,128.74
CA-2569,2015-03-21,2015-03-22,Second Class,Corporate,Illinois,East,Technology,Machines,584.66,1,0.0,132.68
CA-2570,2016-04-16,2016-04-18,Second Class,Consumer,Texas,South,Furniture,Furnishings,546.46,3,0.2,-12.47
CA-2571,2018-12-27,2018-12-31,First Class,Home Office,Illinois,West,Furniture,Chairs,85.65,1,0.1,0.81
CA-2572,2018-02-17,2018-02-20,Standard Class,Corporate,California,West,Office Supplies,Appliances,884.34,7,0.3,141.99
CA-2573,2016-05-07,2016-05-12,Second Class,Corporate,Washington,West,Office Supplies,Binders,174.41,2,0.3,-19.64
CA-2574,2017-02-13,2017-02-14,First Class,Home Office,Florida,South,Technology,Machines,851.07,8,0.2,48.64
CA-2575,2017-07-18,2017-07-23,Second Class,Home Office,Washington,South,Technology,Phones,129.46,5,0.1,9.14
CA-2576,2017-06-15,2017-06-19,Same Day,Corporate,New York,East,Technology,Accessories,257.35,1,0.0,-27.54
CA-2577,2016-06-11,2016-06-16,Same Day,Corporate,Illinois,South,Technology,Phones,496.38,8,0.2,73.39
CA-2578,2018-01-10,2018-01-16,Same Day,Home Office,Florida,South,Technology,Machines,341.03,1,0.1,58.92
CA-2579,2018-02-12,2018-02-14,Same Day,Corporate,Illinois,West,Furniture,Furnishings,508.28,3,0.3,58.46
CA-2580,2017-04-25,2017-04-30,First Class,Home Office,Florida,West,Office Supplies,Envelopes,614.62,1,0.1,40.83
CA-2581,2017-06-16,2017-06-21,First Class,Consumer,Illinois,Central,Furniture,Furnishings,123.68,6,0.2,2.78
CA-2582,2015-03-26,2015-03-30,First Class,Corporate,Texas,West,Office Supplies,Binders,827.61,5,0.0,-44.52
CA-2583,2017-09-19,2017-09-21,Same Day,Consumer,New York,West,Technology,Copiers,772.92,4,0.1,121.18
CA-2584,2015-11-22,2015-11-23,Same Day,Corporate,Washington,West,Furniture,Bookcases,780.63,6,0.3,117.39
CA-2585,2016-01-22,2016-01-25,First Class,Home Office,California,East,Technology,Copiers,574.82,8,0.3,91.66
CA-2586,2017-09-03,2017-09-08,Same Day,Corporate,Illinois,South,Technology,Phones,452.35,1,0.2,19.52
CA-2587,2017-05-03,2017-05-05,First Class,Corporate,Illinois,Central,Office Supplies,Envelopes,822.43,3,0.0,-117.86
CA-2588,2017-11-20,2017-11-25,First Class,Corporate,New York,Central,Furniture,Tables,894.63,8,0.3,-107.98
CA-2589,2015-06-15,2015-06-19,First Class,Corporate,New York,Central,Technology,Machines,42.51,3,0.3,2.12
CA-2590,2016-06-28,2016-06-30,Same Day,Corporate,Florida,Central,Furniture,Bookcases,301.55,4,0.2,64.23
CA-2591,2016-03-02,2016-03-05,Standard Class,Corporate,California,Central,Technology,Phones,706.97,3,0.0,113.15
CA-2592,2015-01-09,2015-01-10,Second Class,Consumer,New York,East,Office Supplies,Binders,707.13,9,0.0,6.17
CA-2593,2018-02-20,2018-02-21,Same Day,Corporate,Texas,South,Technology,Machines,78.81,6,0.0,17.34
CA-2594,2016-03-18,2016-03-20,Same Day,Corporate,New York,East,Office Supplies,Labels,997.59,1,0.2,163.78
CA-2595,2018-03-05,2018-03-08,Second Class,Consumer,Florida,East,Technology,Phones,235.16,5,0.2,25.21
CA-2596,2018-09-23,2018-09-25,First Class,Consumer,New York,South,Technology,Accessories,582.33,1,0.2,-18.59
CA-2597,2017-08-10,2017-08-16,Same Day,Corporate,Florida,Central,Technology,Copiers,806.72,5,0.2,157.54
CA-2598,2018-03-29,2018-04-04,Second Class,Consumer,Washington,Central,Furniture,Tables,475.51,4,0.0,-18.89
CA-2599,2016-10-18,2016-10-23,Standard Class,Corporate,New York,West,Office Supplies,Storage,971.36,9,0.0,223.91
CA-2600,2015-09-25,2015-09-26,Same Day,Corporate,California,South,Furniture,Chairs,730.87,1,0.0,102.71
CA-2601,2016-01-28,2016-01-29,First Class,Consumer,California,Central,Furniture,Bookcases,409.08,7,0.2,14.5
CA-2602,2017-11-06,2017-11-08,First Class,Corporate,Illinois,East,Office Supplies,Labels,886.94,5,0.1,192.69
CA-2603,2017-09-25,2017-10-01,First Class,Home Office,Washington,West,Office Supplies,Storage,109.01,7,0.2,-16.4
CA-2604,2016-04-17,2016-04-22,Standard Class,Home Office,California,Central,Furniture,Bookcases,336.03,2,0.2,-18.46
CA-2605,2015-11-13,2015-11-19,Second Class,Corporate,Washington,East,Office Supplies,Paper,690.7,7,0.1,-62.12
CA-2606,2018-05-09,2018-05-13,Second Class,Consumer,Washington,East,Office Supplies,Labels,593.85,8,0.1,-67.49
CA-2607,2015-12-08,2015-12-11,Standard Class,Home Office,Washington,West,Office Supplies,Binders,813.26,1,0.0,-85.45
CA-2608,2018-10-28,2018-11-02,Standard Class,Corporate,Florida,South,Office Supplies,Envelopes,722.68,9,0.2,130.06
CA-2609,2016-12-28,2017-01-02,Second Class,Home Office,Texas,South,Office Supplies,Envelopes,302.52,9,0.1,-16.69
CA-2610,2018-05-16,2018-05-21,Second Class,Corporate,California,South,Furniture,Bookcases,694.34,5,0.2,101.34
CA-2611,2018-08-04,2018-08-09,Second Class,Corporate,Washington,West,Technology,Accessories,325.65,8,0.2,76.38
CA-2612,2018-12-14,2018-12-16,Standard Class,Corporate,Illinois,East,Office Supplies,Binders,934.6,1,0.0,-50.66
CA-2613,2017-02-07,2017-02-10,Second Class,Consumer,Florida,South,Furniture,Bookcases,176.58,4,0.2,10.99
CA-2614,2015-07-14,2015-07-19,Second Class,Home Office,Florida,East,Furniture,Bookcases,501.75,2,0.2,-46.28
CA-2615,2017-04-07,2017-04-13,Second Class,Consumer,New York,South,Technology,Copiers,720.4,9,0.2,-41.3
CA-2616,2015-10-19,2015-10-22,Same Day,Home Office,Washington,East,Technology,Machines,936.31,9,0.2,5.4
CA-2617,2015-03-31,2015-04-04,Standard Class,Consumer,Florida,West,Office Supplies,Appliances,268.33,1,0.0,47.06
CA-2618,2017-02-20,2017-02-24,First Class,Home Office,Florida,South,Office Supplies,Paper,796.81,3,0.2,-125.41
CA-2619,2016-08-29,2016-08-30,Standard Class,Corporate,California,East,Technology,Machines,38.26,7,0.3,-1.61
CA-2620,2016-09-15,2016-09-20,Second Class,Home Office,Florida,Central,Technology,Copiers,148.86,6,0.1,-17.27
CA-2621,2018-08-22,2018-08-26,Second Class,Corporate,New York,Central,Technology,Accessories,931.18,8,0.3,113.5
CA-2622,2017-09-15,2017-09-17,First Class,Home Office,Washington,East,Technology,Phones,144.02,7,0.2,17.72
CA-2623,2018-12-29,2019-01-01,Second Class,Consumer,California,West,Office Supplies,Labels,807.46,6,0.3,158.15
CA-2624,2018-03-06,2018-03-08,First Class,Corporate,Illinois,East,Technology,Copiers,344.86,6,0.0,88.74
CA-2625,2016-02-07,2016-02-11,Second Class,Consumer,Washington,Central,Technology,Machines,581.94,8,0.3,55.85
CA-2626,2017-12-15,2017-12-17,First Class,Consumer,California,West,Office Supplies,Envelopes,806.83,3,0.3,-6.39
CA-2627,2017-03-03,2017-03-07,Standard Class,Consumer,New York,East,Technology,Machines,742.93,2,0.1,87.72
CA-2628,2018-06-26,2018-06-30,First Class,Consumer,California,West,Office Supplies,Storage,689.68,9,0.2,7.0
CA-2629,2018-12-11,2018-12-13,Same Day,Consumer,Florida,South,Technology,Copiers,749.63,6,0.0,180.55
CA-2630,2017-12-29,2017-12-31,First Class,Corporate,California,West,Office Supplies,Binders,200.46,8,0.0,-0.85
CA-2631,2015-07-07,2015-07-12,Same Day,Home Office,California,South,Office Supplies,Appliances,661.13,1,0.1,-34.95
CA-2632,2016-05-13,2016-05-14,Second Class,Home Office,Florida,South,Furniture,Tables,649.79,7,0.1,20.46
CA-2633,2017-11-11,2017-11-12,Second Class,Home Office,New York,South,Office Supplies,Labels,302.06,5,0.1,-23.13
CA-2634,2016-04-11,2016-04-16,Same Day,Home Office,New York,East,Office Supplies,Paper,804.29,3,0.0,47.54
CA-2635,2016-07-31,2016-08-06,First Class,Corporate,Illinois,Central,Office Supplies,Appliances,35.67,9,0.3,-4.83
CA-2636,2017-11-29,2017-12-05,Standard Class,Corporate,Washington,East,Office Supplies,Binders,402.6,6,0.0,-75.61
CA-2637,2017-02-07,2017-02-10,First Class,Consumer,California,East,Technology,Phones,551.19,1,0.3,39.27
CA-2638,2018-08-24,2018-08-25,Second Class,Home Office,Washington,South,Furniture,Tables,5.71,6,0.1,-0.61
CA-2639,2018-10-19,2018-10-25,Same Day,Consumer,New York,South,Technology,Phones,273.01,8,0.0,80.04
CA-2640,2017-04-24,2017-04-28,Second Class,Corporate,Texas,East,Technology,Phones,384.32,2,0.3,59.78
CA-2641,2017-07-10,2017-07-11,Second Class,Consumer,California,East,Technology,Machines,418.14,3,0.3,11.88
CA-2642,2015-08-05,2015-08-10,First Class,Home Office,New York,Central,Technology,Machines,588.71,2,0.0,74.56
CA-2643,2018-06-12,2018-06-15,Second Class,Home Office,California,South,Office Supplies,Labels,632.88,2,0.0,44.61
CA-2644,2017-05-23,2017-05-29,Second Class,Corporate,Florida,East,Technology,Machines,454.38,3,0.2,-11.64
CA-2645,2018-02-18,2018-02-22,Standard Class,Home Office,Florida,East,Office Supplies,Storage,99.58,4,0.1,18.53
CA-2646,2016-05-16,2016-05-22,Same Day,Corporate,Washington,South,Furniture,Tables,530.59,1,0.2,43.66
CA-2647,2015-11-16,2015-11-17,First Class,Corporate,California,South,Technology,Accessories,473.73,9,0.1,-34.84
CA-2648,2017-06-16,2017-06-21,Standard Class,Corporate,New York,East,Technology,Accessories,616.47,3,0.1,26.08
CA-2649,2016-01-26,2016-01-31,First Class,Corporate,Texas,East,Office Supplies,Paper,18.57,9,0.2,2.9
CA-2650,2018-08-12,2018-08-15,Standard Class,Consumer,Illinois,East,Technology,Machines,498.18,2,0.1,2.36
CA-2651,2017-04-24,2017-04-25,First Class,Home Office,Texas,Central,Office Supplies,Labels,882.49,7,0.1,-43.73
CA-2652,2017-01-15,2017-01-20,Second Class,Consumer,Washington,West,Furniture,Furnishings,576.96,9,0.1,-6.58
CA-2653,2015-12-30,2016-01-01,Standard Class,Corporate,Florida,East,Furniture,Furnishings,432.91,4,0.2,-17.71
CA-2654,2016-09-17,2016-09-20,Second Class,Consumer,California,South,Office Supplies,Appliances,750.41,8,0.2,63.29
CA-2655,2017-09-01,2017-09-07,First Class,Home Office,California,South,Office Supplies,Storage,20.37,4,0.1,2.27
CA-2656,2015-09-01,2015-09-07,Second Class,Home Office,Illinois,West,Technology,Machines,58.78,1,0.3,10.04
CA-2657,2016-06-26,2016-07-01,Standard Class,Corporate,Washington,West,Technology,Phones,823.53,2,0.2,26.95
CA-2658,2017-04-09,2017-04-10,Same Day,Corporate,California,West,Furniture,Chairs,506.05,7,0.2,8.41
CA-2659,2016-05-16,2016-05-19,Same Day,Home Office,California,South,Office Supplies,Appliances,849.52,6,0.0,-0.38
CA-2660,2018-04-01,2018-04-03,Second Class,Corporate,Texas,East,Office Supplies,Binders,327.93,3,0.2,47.09
CA-2661,2015-05-07,2015-05-11,Same Day,Corporate,Washington,West,Technology,Phones,49.44,8,0.3,6.85
CA-2662,2016-08-26,2016-08-29,First Class,Corporate,New York,Central,Office Supplies,Appliances,670.84,3,0.2,-94.11
CA-2663,2015-01-01,2015-01-02,Same Day,Home Office,New York,West,Technology,Machines,248.58,7,0.0,-35.58
CA-2664,2016-01-31,2016-02-06,Standard Class,Home Office,Florida,West,Office Supplies,Envelopes,84.19,3,0.0,-5.87
CA-2665,2016-10-02,2016-10-04,Standard Class,Consumer,Florida,Central,Technology,Accessories,864.17,8,0.0,-131.81
CA-2666,2015-12-22,2015-12-27,Second Class,Consumer,Florida,South,Technology,Accessories,327.51,8,0.2,-18.01
CA-2667,2016-03-14,2016-03-17,Standard Class,Corporate,New York,South,Furniture,Chairs,512.21,6,0.2,15.44
CA-2668,2015-05-31,2015-06-02,Same Day,Home Office,Illinois,South,Furniture,Furnishings,649.58,9,0.0,-82.79
CA-2669,2016-11-15,2016-11-21,First Class,Corporate,Washington,Central,Technology,Accessories,991.93,7,0.2,-48.06
CA-2670,2016-11-06,2016-11-09,First Class,Home Office,Florida,Central,Furniture,Tables,67.95,8,0.1,15.1
CA-2671,2015-09-12,2015-09-14,Standard Class,Home Office,Florida,South,Technology,Copiers,880.53,7,0.1,-61.79
CA-2672,2015-07-09,2015-07-13,Second Class,Consumer,Texas,Central,Office Supplies,Envelopes,318.36,4,0.2,8.72
CA-2673,2015-05-13,2015-05-18,Second Class,Consumer,Florida,South,Furniture,Tables,689.89,3,0.1,-51.53
CA-2674,2017-01-03,2017-01-06,Second Class,Home Office,New York,East,Office Supplies,Storage,262.92,3,0.2,-38.29
CA-2675,2018-11-05,2018-11-06,First Class,Home Office,New York,South,Furniture,Furnishings,922.12,5,0.0,152.94
CA-2676,2015-05-07,2015-05-12,Second Class,Consumer,California,East,Office Supplies,Appliances,214.95,8,0.3,2.91
CA-2677,2018-11-18,2018-11-23,Second Class,Home Office,Illinois,West,Furniture,Chairs,785.03,3,0.0,153.94
CA-2678,2017-03-07,2017-03-08,First Class,Consumer,California,West,Furniture,Tables,688.43,5,0.3,50.26
CA-2679,2015-07-13,2015-07-15,Standard Class,Home Office,Washington,Central,Furniture,Furnishings,629.26,3,0.3,-23.7
CA-2680,2016-05-12,2016-05-16,Second Class,Corporate,New York,Central,Furniture,Bookcases,736.76,2,0.1,-18.12
CA-2681,2015-09-30,2015-10-02,Same Day,Corporate,New York,South,Furniture,Chairs,106.44,7,0.3,-12.58
CA-2682,2015-10-03,2015-10-08,Standard Class,Corporate,California,West,Technology,Machines,96.88,2,0.0,13.22
CA-2683,2018-06-18,2018-06-23,Standard Class,Consumer,Illinois,East,Furniture,Chairs,401.83,6,0.3,52.35
CA-2684,2017-06-20,2017-06-26,First Class,Consumer,California,East,Office Supplies,Labels,459.04,5,0.1,20.22
CA-2685,2016-02-20,2016-02-24,Standard Class,Consumer,Washington,West,Technology,Copiers,591.21,9,0.3,71.42
CA-2686,2015-06-11,2015-06-16,Second Class,Home Office,Washington,Central,Office Supplies,Labels,15.62,8,0.2,2.54
CA-2687,2016-04-10,2016-04-13,Second Class,Home Office,New York,Central,Technology,Copiers,249.4,9,0.2,44.99
CA-2688,2017-06-17,2017-06-19,First Class,Home Office,California,East,Technology,Machines,272.71,6,0.1,16.38
CA-2689,2018-07-10,2018-07-11,Same Day,Home Office,Washington,East,Office Supplies,Binders,459.65,2,0.1,63.1
CA-2690,2016-05-22,2016-05-23,First Class,Corporate,Illinois,West,Office Supplies,Appliances,105.25,3,0.0,24.74
CA-2691,2017-06-09,2017-06-15,Same Day,Home Office,California,East,Furniture,Chairs,131.68,9,0.0,36.89
CA-2692,2017-11-01,2017-11-06,Standard Class,Consumer,Florida,East,Furniture,Furnishings,774.93,3,0.1,-75.6
CA-2693,2015-05-13,2015-05-14,Standard Class,Consumer,Illinois,Central,Office Supplies,Storage,331.13,7,0.2,-36.74
CA-2694,2016-05-30,2016-06-05,Standard Class,Home Office,New York,South,Technology,Phones,399.74,5,0.0,-49.34
CA-2695,2016-07-31,2016-08-03,First Class,Corporate,Illinois,East,Technology,Accessories,241.89,1,0.3,14.45
CA-2696,2018-10-09,2018-10-12,Same Day,Consumer,Texas,East,Technology,Copiers,417.77,2,0.0,-14.37
CA-2697,2016-11-28,2016-11-30,Same Day,Home Office,California,Central,Furniture,Chairs,731.76,9,0.2,-11.28
CA-2698,2018-07-12,2018-07-14,First Class,Corporate,California,East,Furniture,Furnishings,109.99,4,0.3,5.02
CA-2699,2018-01-23,2018-01-29,Standard Class,Home Office,Florida,South,Technology,Accessories,56.79,4,0.1,11.82
CA-2700,2015-07-27,2015-07-31,First Class,Home Office,Florida,Central,Furniture,Bookcases,587.93,6,0.1,35.0
CA-2701,2017-09-15,2017-09-18,Second Class,Home Office,Illinois,East,Furniture,Tables,87.62,1,0.3,12.76
CA-2702,2015-11-28,2015-12-04,First Class,Consumer,Washington,West,Technology,Phones,389.23,4,0.3,27.84
CA-2703,2018-02-12,2018-02-13,First Class,Corporate,Florida,West,Furniture,Furnishings,497.35,2,0.1,82.9
CA-2704,2017-10-14,2017-10-20,Second Class,Home Office,California,East,Office Supplies,Storage,973.87,1,0.1,3.61
CA-2705,2015-01-19,2015-01-21,Standard Class,Corporate,Washington,South,Office Supplies,Paper,732.45,3,0.3,49.98
CA-2706,2015-04-22,2015-04-24,Same Day,Consumer,Illinois,South,Office Supplies,Appliances,989.39,5,0.2,231.5
CA-2707,2015-11-20,2015-11-21,First Class,Consumer,Washington,West,Furniture,Furnishings,341.45,9,0.0,-62.77
CA-2708,2018-10-09,2018-10-10,Second Class,Consumer,New York,Central,Furniture,Bookcases,569.29,6,0.0,21.43
CA-2709,2018-04-18,2018-04-24,Standard Class,Corporate,New York,East,Furniture,Bookcases,68.22,4,0.0,19.23
CA-2710,2018-12-05,2018-12-07,First Class,Corporate,New York,South,Furniture,Bookcases,875.99,3,0.1,-10.27
CA-2711,2018-02-10,2018-02-15,Second Class,Home Office,Florida,South,Office Supplies,Labels,27.09,8,0.2,-0.86
CA-2712,2018-01-17,2018-01-20,Standard Class,Home Office,New York,West,Office Supplies,Envelopes,536.55,4,0.3,93.08
CA-2713,2018-10-31,2018-11-03,First Class,Corporate,New York,West,Technology,Phones,185.34,2,0.3,-17.76
